Orignal Page URL,Company Name,Phone Number,Website,EMail
http://www.buildhr.com/company/JhusY/,广宏建设集团有限公司,"57986817902,1386",www.guanghongjs.com,3977303856qq.com
http://www.buildhr.com/company/JhenZ/,广西合筑工程设计有限公司江西分公司,"0797-5559521,13970750041,1387077194
3,13970750041,1387077194
3",,4501508646q9.com
http://www.buildhr.com/company/56gSO/,上海钫铭建筑装饰施工有限公司,13761377047,,3295080626qq.com
http://www.buildhr.com/company/CaqCi/,上海远方基础工程有限公司,18001972290,http://www.long-team.com/,3796 164080qq.com
http://www.buildhr.com/company/dwFTM/,深圳绿道园林景观工程有限公司,,http://www.ldyljg.com/,958188080eqq.com
http://www.buildhr.com/company/ddFJg/,广州怡典涂料装饰工程有限公司,,,312357083¢qq.com
http://www.buildhr.com/company/foZDR/,广东广龙建筑设计有限公司,0769-86020288,www.gd-dragon.cn,9747515866qq.com
http://www.buildhr.com/company/SepY4/,江西亚兴建设有限公司,0791-83805272,http://jxyxjs.com,ixyx js6660163.com
http://www.buildhr.com/company/Sei0A/,中国建筑西北设计研究院有限公司江西分公司,"0791-88309586,15579129815",,10341931046qq.com
http://www.buildhr.com/company/dWFb6/,江苏中城设计研究院有限公司江西分公司,0791-86118617,,2542762199¢qq.com
http://www.buildhr.com/company/SeGXI/,南昌大学设计研究院九江分院,"186,16",,asj76.com
http://www.buildhr.com/company/deFB1/,江西省建工集团有限责任公司昆明事业部,18787010581,,2855080680qq.com
http://www.buildhr.com/company/JhwXF/,雅克设计有限公司南昌分公司,"0791-86270365,13807096527",,2488094256qq.com
http://www.buildhr.com/company/OcRNu/,广东远顺建筑设计有限公司江西分公司,"0797-8200277,13803588517",,6155114266qq.com
http://www.buildhr.com/company/Jho2E/,山东华审工程咨询有限公司,"58180,1",,509q.com
http://www.buildhr.com/company/Jh0W6/,三一城建住工（禹城）有限公司,53,,317.com
http://www.buildhr.com/company/ZmrA5/,北京东方弘天装饰有限公司,"13261085009,1511",www.dfhongtian.com,8517082646qq.com
http://www.buildhr.com/company/dSFTq/,山东元亨工程咨询有限公司,0535-3975630,,yhyy11096163.com
http://www.buildhr.com/company/AAHym/,北京中外建建筑设计有限公司青岛分公司,"0532-68850306,13969728687,0532-68850306",www.bcciqd.com,915ccpei63.com
http://www.buildhr.com/company/QCM92/,北京力天大成装饰工程有限公司,"086-010-85926580-8056,13910595989,086-01 0-85926650",www.bjltdc.com,linweigh jltdc.com
http://www.buildhr.com/company/4KOYK/,梦客豪思（北京）环境景观工程有限公司,,,326485336q9.com
http://www.buildhr.com/company/ZP1AW/,青岛北洋建筑设计有限公司济南分公司,,,mjh202720126.com
http://www.buildhr.com/company/SeNpx/,四川航天建筑工程有限公司深圳分公司,13691725631,,2781650306qq.com
http://www.buildhr.com/company/QCipN/,北京中环世纪工程设计有限责任公司青岛分公司,0532-80932101-8010,cnzh.com.cn,12730310368qq.com
http://www.buildhr.com/company/5sZSv/,山东华信建筑设计有限公司,18661932567,www.whhuaxin.cn,186619925676163.com
http://www.buildhr.com/company/mkskj/,北京龙源科建建筑设计有限公司山东分公司,"0531 -B8802096,13356677058",,12001588¢qq.com
http://www.buildhr.com/company/SeRtq/,青岛市建筑设计研究院集团股份有限公司德州分公司,"15753442379,1885",,5805115336qq.com
http://www.buildhr.com/company/FqVYG/,青岛市建筑设计研究院集团股份有限公司黄岛分公司,,,jy868903810163.com
http://www.buildhr.com/company/rf0s0/,北方工程设计研究院有限公司青岛分公司,"0532-89602681-8008,15376767627,13589207
598,15376767627,13589207
598",,qdtianj20086163.com
http://www.buildhr.com/company/OrUNC/,重庆朴生瑞合建筑设计有限公司山东分公司,0531-83151000,,qq.com
http://www.buildhr.com/company/bZ06x/,深圳市正道设计机构有限公司青岛分公司,13969602998,,857861738¢qq.com
http://www.buildhr.com/company/Ox4NV/,青岛汇文市政工程设计有限责任公司,0532-88911286,,hw889112860163.com
http://www.buildhr.com/company/MJMij/,中建三局第二建设工程有限责任公司,027-87786101,www.zj32.com,872331 13¢qq.com
http://www.buildhr.com/company/dVF49/,昆山康友达机电安装工程有限公司,"05128,893,058",,q.com
http://www.buildhr.com/company/ctmTY/,上海胜腾基础工程有限公司,021-86010042,,wangyan5895586163.com
http://www.buildhr.com/company/d5FSA/,武汉越崴工程技术有限公司,18064033066,,13541778576qq.com
http://www.buildhr.com/company/JhzXF/,华诚博远工程技术集团有限公司,010-59050686,,791855960¢qq.com
http://www.buildhr.com/company/dYFOg/,广东创升建设工程有限公司,0757-29363013,,149875636qq.com
http://www.buildhr.com/company/A8myF/,北京桑土环境景观设计有限公司,010-62895662,,369821103¢qq.com
http://www.buildhr.com/company/Ox2NM/,厦门安科铝模科技有限公司,,,4193750666qq.com
http://www.buildhr.com/company/dwFJJ/,海南华侨商业有限公司,,,94169525¢qq..com
http://www.buildhr.com/company/5giSp/,中交第二航务工程局有限公司第六工程分公司,,http://www.sneb6.cn,272573136q9.com
http://www.buildhr.com/company/U2Yb5/,深圳兴凯嘉建筑设计工程顾问有限公司,0755-27263878,www.kjjzsj.com,5967955160qq.com
http://www.buildhr.com/company/d5F7t/,深圳德嘉建设工程有限公司,,,10:103828¢qq.com
http://www.buildhr.com/company/OhMN5/,深圳市一键装饰工程有限公司,0755-26411226,,2910738987¢qq.com
http://www.buildhr.com/company/rfKxz/,香港博唯规划建筑与环境景观设计有限公司,0755-83217058,www.bdgc.co,6745970806qq.com
http://www.buildhr.com/company/Se3NJ/,湖南大象建筑规划设计有限公司珠海分公司,0756-2622000,,5021473096qq.com
http://www.buildhr.com/company/iC0nK/,森柏澌建筑设计（广州）有限公司,,,634928467¢qq.com
http://www.buildhr.com/company/QCAF6/,广州大学建筑设计研究院东莞分院,"086-07 69-22306669-8805,086-0769-22306661",,dg yi fangeroxmail.com
http://www.buildhr.com/company/5ZcSG/,深圳市辰曼景观与建筑设计有限公司,0755-83298891,www.chemindesign.com,14817181¢QQ.com
http://www.buildhr.com/company/VQTHQ/,深圳市凌奔环境艺术有限公司,,http://www.lb-art.com/,hrart.com
http://www.buildhr.com/company/W7TYP/,广东鸿通建设工程有限公司,0763-38939079,,roge6016163.com
http://www.buildhr.com/company/AOWye/,深圳市华燃建设工程有限公司,,http://www.szhuaran.com/,2829787116qq.com
http://www.buildhr.com/company/ZKtAo/,中国电建集团北京市勘测设计研究院有限公司,"0763-23388206,13925766853",,432778576qq.com
http://www.buildhr.com/company/ZnpAm/,佛山市东华基业建筑工程有限公司,,,1007930255aqq.com
http://www.buildhr.com/company/ZzDAI/,广东工业大学建筑设计研究院珠海设计分院,"13924709012,1392",,17511468050q9.com
http://www.buildhr.com/company/dwFC1/,深圳市欧付景观设计有限公司,,,390949703eqq.com
http://www.buildhr.com/company/dWFRd/,深圳深安基础工程有限公司,8282188,,2.com
http://www.buildhr.com/company/OcYNQ/,广东省建筑设计研究院城市设计与规划研究所建筑室,,,16811008¢qq.com
http://www.buildhr.com/company/SeMif/,广州鲁格建筑有限公司,"0754-8984 1789,13202120060",,576161158¢qq.com
http://www.buildhr.com/company/dzFIM/,深圳市纯粹实践设计咨询有限公司,"0755-86571180,13554940305",www.arccsj.com,3013195285¢qq..com
http://www.buildhr.com/company/dRFpv/,深圳市新纬度景观规划设计有限公司,,,13547484426qq.com
http://www.buildhr.com/company/JhrWp/,珠海市建筑设计院,"0756-2256286,13902861168",,5786124226qq.com
http://www.buildhr.com/company/OXxNY/,广东水沐清华园林景观规划设计有限公司,0757-81858537,,307376555¢qq..com
http://www.buildhr.com/company/dKFGo/,深圳市明正建筑工程有限公司,13798272918,,7706700696qq.com
http://www.buildhr.com/company/JhRBC/,广州博厦建筑设计研究院有限公司佛山分公司,"0757-83202562,18575883136",,2032469311¢qq.com
http://www.buildhr.com/company/dxFPp/,惠州市成泰机电设备有限公司,"071758,825,07522348",,2837q9.com
http://www.buildhr.com/company/OXYNd/,深圳市兴远工程有限公司,,,xyjs28010163.com
http://www.buildhr.com/company/YM6LN/,广东华方工程设计有限公司广州第一设计院,,http://www.gdhf-gz-1.com/,81947qq.com
http://www.buildhr.com/company/p4t7v/,深圳市奥翔建筑景观设计有限公司,"0755-86227459,137983 76596",http://www.buildhr.com/company/p4t7v/,axg j8886163.com
http://www.buildhr.com/company/rfGXm/,广州市常邦旅游规划设计有限公司,32290495,http://www.changbang.com.cn/,10291793386qq.com
http://www.buildhr.com/company/5XKS7/,中外建华诚工程技术集团有限公司韶关分公司,"13826318598,13380723283,",www.zwjhc.com.cn,147311.603¢qq..com
http://www.buildhr.com/company/duFDS/,广州市盾建地下工程有限公司,020-62790309,,6748514786qq.com
http://www.buildhr.com/company/OXSNt/,深圳乐居空间设计有限公司,,,id(gjn.com
http://www.buildhr.com/company/rfoVU/,深圳市城邦城市规划设计有限公司,7553106,http://www.citegroups.com,hr.com
http://www.buildhr.com/company/w8siv/,深圳市宝安建筑设计院,"0755-27785020,0755-27783476",,505574824¢qq.com
http://www.buildhr.com/company/Jh2EY/,广东恒裕建设工程有限公司,13925001026,,42578321649 .com
http://www.buildhr.com/company/d6F4X/,福建京华集团有限公司,13055251100,,8274 16864Gqq.com
http://www.buildhr.com/company/OhrNd/,广东鑫天成建设工程有限公司,"0763-21684656,0763-21684656",,48066089¢qq.com
http://www.buildhr.com/company/dpFx0/,广州御林工程设计优化咨询有限公司,020-83177841,,1410247702¢qq..com
http://www.buildhr.com/company/dNF3Q/,惠州市长建建筑工程有限公司,"o7,797,155,797,155",,hz¢j.com
http://www.buildhr.com/company/OFkND/,深圳德普思建筑设计有限公司东莞分公司,,,3308946991¢qq.com
http://www.buildhr.com/company/Jhy6y/,福州年盛建筑工程有限公司,"0591-83335186,18659252766",,7817473066qq.com
http://www.buildhr.com/company/OrtNM/,上海译格照明设计有限公司,021-55882080,http://www.igelighting.com,33533593¢qq.com
http://www.buildhr.com/company/5c7S4/,中国美术学院风景建筑设计研究总院有限公司第一综合分院,0571-88002163,,9194327936qq.com
http://www.buildhr.com/company/dtFyj/,浙江省正邦水电建设有限公司,0571-89885116,,577007003¢qq.com
http://www.buildhr.com/company/JhIlL/,中国美术学院风景建筑设计研究总院有限公司,"0571-81109724,18257341128",,991415101¢qq.com
http://www.buildhr.com/company/SeJsB/,杭州天禧公路养护科技有限公司,"18868724775, 1810659997
3,18868724775, 1810659997
3",,2641573465eqq.com
http://www.buildhr.com/company/daFGk/,浙江正坤建设集团有限公司,89922566,,125645393¢qq.com
http://www.buildhr.com/company/Se4s3/,杭州蓬大建筑设计有限公司,"0571-88044999,18857891288",,403296952aqq.com
http://www.buildhr.com/company/AeIyi/,宁波大汉古风建筑设计有限公司,0574-13967832091,,807081242¢qq.com
http://www.buildhr.com/company/dqFak/,宁波涌渠建设有限公司,"0574-83001202,15558272406",,22.19519331¢qq.com
http://www.buildhr.com/company/rfZ5o/,杭州方田建筑设计有限公司,13857195658,,5539081746qq.com
http://www.buildhr.com/company/O1eN2/,杭州建信建筑设计有限公司,,,589993876qq.com
http://www.buildhr.com/company/Jh8ak/,深圳市协鹏建筑与工程设计有限公司杭州分公司,"057181185323,,13958106940",,xiepenghangzhoud163.com
http://www.buildhr.com/company/joKY8/,浙江佳境规划建筑设计研究院有限公司,0571-85889726,http://1706080030.pool1-site.make.yun300.cn/,2958934826qq.com
http://www.buildhr.com/company/kW84r/,浙江美阳国际工程设计有限公司,,,26.com
http://www.buildhr.com/company/p4AgX/,浙江杨帆地产集团有限公司,"0576-81308921,0576-83815222",,9283150960qq.com
http://www.buildhr.com/company/dWFUm/,宁波不及建筑设计有限公司,13989369804,,532185600¢qq.com
http://www.buildhr.com/company/ddFr7/,浙江盛明立置业有限公司,"0577-65985004,13695819489",,13280858196qq.com
http://www.buildhr.com/company/SeVpC/,浙江新中环建筑设计有限公司,"0571-5608 1977,13868132533",,4530703596qq.com
http://www.buildhr.com/company/OreNx/,杭州青岚景观设计有限公司,0571-89990326,,8962773176qq.com
http://www.buildhr.com/company/dlFu5/,中机联合投资发展有限公司,,,18347.com
http://www.buildhr.com/company/VQMtx/,中国美术学院风景建筑设计研究总院有限公司第一机电设计所,"0571-88905360,0571-B8905960",,4896492886qq.com
http://www.buildhr.com/company/UzYBM/,浙江蓝城建筑设计有限公司,0571-8993 1655,,21971818¢qq.com
http://www.buildhr.com/company/dvFTF/,上海安立得建设工程有限公司衢州分公司,"0570-15658919107,15658919107",,2791424786q9.com
http://www.buildhr.com/company/doFCV/,浙江大学城乡规划设计研究院有限公司规划四所,,,44803643¢qq.com
http://www.buildhr.com/company/KHmPY/,中国美术学院风景建筑设计研究总院有限公司—第四综合院,0571-88398871,,319388974 1¢qq.com
http://www.buildhr.com/company/ZnzAr/,中国建筑第八工程局有限公司总承包公司,021-80299542,http://www.cceedzcb.com/,3306263466qq.com
http://www.buildhr.com/company/cxtTX/,昆山市俊译工程设计有限公司,"13382513719,0512-55196199",,2408657253¢qq.com
http://www.buildhr.com/company/ZbcAa/,江苏欧堡利亚实业有限公司,,,3978604296qq.com
http://www.buildhr.com/company/dsF4K/,苏州积善空调系统有限公司,"058,123,051238",www.jsjishan.com,19.com
http://www.buildhr.com/company/Semdr/,苏州建筑工程集团有限公司,05 12-63487833,,365698788Gqq.com
http://www.buildhr.com/company/SetIM/,广东电白建设集团有限公司苏州分公司,"0512-67866523,19951101767",http://www.dbjsjt.com,29268775228qq.com
http://www.buildhr.com/company/kWjcS/,中国电子系统工程第二建设有限公司第二十六分公司,05 10-88086808,,2703463234qq.com
http://www.buildhr.com/company/Jhz88/,江苏中信久力工程建设有限公司,0510-85610013-8005,,1031925620eqq.com
http://www.buildhr.com/company/xq7ct/,南京雨盛建筑设计咨询有限公司,025-52420098-401,,xiaof6910178163.com
http://www.buildhr.com/company/JhHdH/,江苏华江建设集团有限公司建筑设计分公司,025-85544006,,1203814986qq.com
http://www.buildhr.com/company/rfnw6/,南京市凯盛建筑设计研究院有限责任公司第二分公司,13913851115,,njnchhy36¢163.com
http://www.buildhr.com/company/QC5pm/,江苏时代建筑设计有限公司,"0514-83417604,0514-83417605",http://www.sohusina.com.cn,466499370Gq9.com
http://www.buildhr.com/company/QCAg0/,澳大利亚CDG国际设计机构,086-010-58816540,http://www.cdgaus.com,ldmhmy e126 .com
http://www.buildhr.com/company/ZKGAF/,苏州恩源景观设计有限公司,"19291094222,1329",,4492394056qq.com
http://www.buildhr.com/company/p41k4/,江苏文博建筑设计有限公司,13805287590,,9829780266qq.com
http://www.buildhr.com/company/dDFzM/,江苏墨创建筑规划设计有限公司,1790002,,3769.com
http://www.buildhr.com/company/hwSJ6/,南京慧龙城市规划设计有限公司,"025-83659693,025-83659693",www.wisusp.com,wi63.com
http://www.buildhr.com/company/A4qyP/,南京长江都市建筑设计股份有限公司,86-025-84567245,,"officenanjing-

design.com"
http://www.buildhr.com/company/SeGPf/,浙江华建工程管理有限公司,0571-88362982,,936702863¢qq.com
http://www.buildhr.com/company/ZmFA6/,南京宏亚建设集团有限公司,025-68510627,,49695 103¢qq.com
http://www.buildhr.com/company/VQgfu/,苏州市民用建筑设计院有限责任公司,15850056699,www.myjzsjy.com,43598523¢qq..com
http://www.buildhr.com/company/SeTZ2/,中交城市规划研究院有限公司,"028-65314387,028-65314387",,6176255966qq.com
http://www.buildhr.com/company/Se99j/,悉地(苏州)勘察设计顾问有限公司无锡分公司,,,10341396366q9.com
http://www.buildhr.com/company/ZxIAN/,重庆市设计院,15825978627,,4088926416q9.com
http://www.buildhr.com/company/YMYO7/,重庆市市政设计研究院,,http://www.cqsszy.com/,312889419qq.com
http://www.buildhr.com/company/dMF71/,泰州双鼎建筑劳务工程有限公司,"52387208136,1526",,9060173476q9.com
http://www.buildhr.com/company/Z7kAs/,重庆市设计院建筑结构创新研究所,"9000000,1398304",,8074155376qq.com
http://www.buildhr.com/company/dnFtk/,中煤科工集团重庆设计研究院有限公司第六建筑设计院（国际团队）,"023-68720183,,18302879451.",http://www.cqmsy.com/,940321666¢qq.com
http://www.buildhr.com/company/duFR7/,重庆道森建筑设计有限公司,023-86067212,,595249589¢qq.com
http://www.buildhr.com/company/dKFTZ/,重庆大禾元术园林设计有限公司,023-66220832,http://www.cqdhys.com,919360275¢qq.com
http://www.buildhr.com/company/dNFwk/,重庆上书房建筑设计顾问有限公司,138,http://www.sensvane.com.cn/,e.com.cn
http://www.buildhr.com/company/Za5Af/,四川省煌旭建设工程有限公司,85210228,,9528328166qq.com
http://www.buildhr.com/company/dXFaB/,重庆图强工程技术咨询有限公司,023-63210711,,1103142062¢qq.com
http://www.buildhr.com/company/ZFWAq/,北京可已空间设计有限公司重庆分公司,028-63213233,,2043463585¢qq.com
http://www.buildhr.com/company/dOFnL/,中铁十一局集团第五工程有限公司（设计院）,"023-61536839,18623385755,023-65003278",http://www.cr11-5.com.cn,331718870qq.com
http://www.buildhr.com/company/a3iNl/,北京创精伟业装饰工程有限公司,010-58090958,www.cjweiye.com,1z2060¢163.com
http://www.buildhr.com/company/c9nTQ/,北京顺义建筑企业集团公司,,,9876028166qq.com
http://www.buildhr.com/company/ZWJAE/,天津金得伟业建设工程有限公司,"022-83985150-6003,13920860131",,13920860131€163.com
http://www.buildhr.com/company/5osSA/,天津天营建筑工程设计有限公司,,,tityoseisa.com
http://www.buildhr.com/company/ZoOAt/,北京合创基业建筑装饰工程有限公司,"010-88609551,13011277095",,bjhe jy66886163.com
http://www.buildhr.com/company/QCUzA/,天津华厦建筑设计有限公司设计四部,"022-63102985,15922138387",,13174889900€163.com
http://www.buildhr.com/company/5mlSX/,信息产业电子第十一设计研究院科技工程股份有限公司青岛分公司,0532-55669135,,135129898840163.com
http://www.buildhr.com/company/CaTK3/,中建一局集团安装工程有限公司,010-60288300,http://erp.azgs.net/index.html,1048253881¢qq.com
http://www.buildhr.com/company/JhvDj/,四川同创建设工程管理有限公司,"028-87655071,19035648342,028-87655071",,6148901886qq.com
http://www.buildhr.com/company/HrzOj/,天津天朗建筑设计有限公司,,,ti6.com
http://www.buildhr.com/company/AuGy0/,北京中厦建筑设计研究院有限公司天津分公司,,,hudai20036126.com
http://www.buildhr.com/company/VQ6nV/,天津华惠安信装饰工程有限公司,022-88983318,,303197863¢qq.com
http://www.buildhr.com/company/daFp6/,杭州中瀚建筑设计有限公司宁波分公司,0574-88125110,,2802300636qq.com
http://www.buildhr.com/company/PEltL/,上海慕图建筑设计有限公司,,,k.com
http://www.buildhr.com/company/VQ0FU/,上海明珠园林工程有限公司,,,ttao0204¢163.com
http://www.buildhr.com/company/a3BSR/,新疆昊辰建筑规划设计研究院有限公司,"0994-2342116,0994-2342116",,1238393356qq.com
http://www.buildhr.com/company/5ULSe/,万国数据服务有限公司,,www.gds-services.com,recruitrvices.com
http://www.buildhr.com/company/cBLT4/,上海合十规划建筑设计有限公司,,,Li76-120163.com
http://www.buildhr.com/company/deFlU/,上海杰步建筑装饰有限公司,021-59927008,www.jb021.cn,11404006860qq.com
http://www.buildhr.com/company/QCAyH/,上海杜鹃工程设计与顾问有限公司,86-02 1-39527331,http://www.djds.org,"shanghaidujuanzez2e16

3.com"
http://www.buildhr.com/company/BAW2x/,AAI国际建筑师事务所,20,www.aai-arch.com,ch.com
http://www.buildhr.com/company/cZHT3/,上海济之邦规划建筑设计有限公司,"021-55093729,18916785971.,021-55093729",,75197.com
http://www.buildhr.com/company/Zr3Af/,鹏锐（上海）建筑设计咨询有限公司,,http://www.prparchitects.com.cn,12453486360qq..com
http://www.buildhr.com/company/rf6D6/,上海诚刚结构设计事务所（普通合伙）,,,liuzhitiangvip.163.com
http://www.buildhr.com/company/OWzNx/,上海牧腾石业有限公司,50689796,,276441809¢qq.com
http://www.buildhr.com/company/dtF9n/,上海丁泰景观园林工程有限公司,13611675977,,1405138592eqq.com
http://www.buildhr.com/company/QCqnU/,古鲁奇建筑咨询(北京)有限公司,,www.golucci.com,gid1399¢Foxmail.com
http://www.buildhr.com/company/QCUxm/,北京润安园林绿化有限公司,"87390231-800,13520044802",www.runangardens.cn,257004363¢qq.com
http://www.buildhr.com/company/dEFa9/,北京多维豪森建筑设计有限公司北京第一分公司,1391 1601343,,2459232760qq..com
http://www.buildhr.com/company/a3byz/,北京建工新燕幕墙装饰工程有限公司,220,http://www.bjjgxy.com/,3816q.com
http://www.buildhr.com/company/UsYPS/,北京正成市政工程有限责任公司,010-B8439022,,11741 878¢qq..com
http://www.buildhr.com/company/6ERL4/,北京国科天创建筑设计院,,,4293q.com
http://www.buildhr.com/company/Zf6AK/,中人防规划设计研究院有限公司,,,59462920.com
http://www.buildhr.com/company/ZI8AJ/,浙江省机电设计研究院有限公司,0571-87239518,,2572467496qq.com
http://www.buildhr.com/company/4kOpl/,北京圣菲空间设计有限公司,18611885068,www.houcc.com.cn,710194011¢qq..com
http://www.buildhr.com/company/d5F1Q/,江苏省建工集团有限公司项目部,,,870097152¢qq..com
http://www.buildhr.com/company/Z3mA1/,北京城建集团有限责任公司工程总承包部,,,bucggcbhre126.com
http://www.buildhr.com/company/OrYNM/,益申（天津）建筑装饰有限公司,,,493786426q9..com
http://www.buildhr.com/company/FPVvG/,深圳市建筑科学研究院股份有限公司,,http://www.szibr.com/,IBR_Reerren.com
http://www.buildhr.com/company/mkQsQ/,北京弘高建筑装饰设计工程有限公司,010-57963456,http://www.honggao.com.cn,hgzjbevip.163.com
http://www.buildhr.com/company/czLTK/,北京世纪金鳄建筑装饰有限公司,010-84369258-859,www.sjje.com.cn,d461854686qq.com
http://www.buildhr.com/company/Seifp/,北京汇丰凯泰建设工程有限公司,"15931579879,1593",,2550165365qq.com
http://www.buildhr.com/company/Seyzm/,北京阙宸建筑设计咨询有限公司,13581710669,,3602597076qq.com
http://www.buildhr.com/company/Sei96/,北京朗净德建设工程有限公司,"010-84729961,18612572696",http://www.bj-ljd.com/,2867103480aqq.com
http://www.buildhr.com/company/SeD6E/,北京神舟航天文化创意传媒有限责任公司,,,26987118¢qq.com
http://www.buildhr.com/company/JhvdF/,中外建华诚(北京)工程咨询有限公司,"010-88287086,13391759058,1380135
6077,13391759058,1380135
6077",,10175505016qq.com
http://www.buildhr.com/company/JhxJa/,北京世纪中天国际建筑设计有限公司,,,144805731 7eqq.com
http://www.buildhr.com/company/djFs3/,新兴华北（北京）建设工程有限公司,"1316-1788088,13161788088",,10586806576qq.com
http://www.buildhr.com/company/QCSf0/,北京军诚建筑工程设计有限责任公司,,www.juncheng001.com,"lizengzhi 1284567890¢

126.com"
http://www.buildhr.com/company/JhLJg/,东方魂（北京）中式建筑工程有限公司,"010-00000000,13581506842",,18484720660q9.com
http://www.buildhr.com/company/a3a5H/,北京新兴创业装饰工程有限公司,,,XXCY11996126 .com
http://www.buildhr.com/company/w87Lc/,北京金德市政工程有限公司,"086-010-51368199,086-010-51968199",,wujlediyia126 .com
http://www.buildhr.com/company/kW3Qu/,北京畅美典和景观设计有限公司,010-82233581,www.charmgroup.net,2939732406¢qq.com
http://www.buildhr.com/company/BSB2c/,北京尚瑞达装饰设计有限公司,,,9299627196163.com
http://www.buildhr.com/company/H4zIA/,北京北洋博天工程咨询有限公司,,,hjsiq68690163.com
http://www.buildhr.com/company/OjaNK/,佰桦建筑设计（北京）有限公司,,,12.com
http://www.buildhr.com/company/hwGUB/,北京华咨工程设计公司,,,6028893866qq.com
http://www.buildhr.com/company/QC5lY/,北京蓝图工程设计有限公司,010-63701013,http://www.landmarkdesign.com.cn/,"landmarkdesi gnhrés

ina.com"
http://www.buildhr.com/company/JhrZX/,北京阿特密斯景观设计有限公司,,,ihyl3.com
http://www.buildhr.com/company/ZPPAj/,上海电子工程设计研究院有限公司深圳分公司,0755-28307566,,40305311¢qq.com
http://www.buildhr.com/company/dAF0z/,浙江思瀚建筑装饰设计有限公司,0571-88480553,,86348181¢q9.com
http://www.buildhr.com/company/Zc9A8/,上海朱周空间设计咨询有限公司,,http://www.vermilionzhou.com,hhou.com.
http://www.buildhr.com/company/Se34o/,名筑装饰工程有限公司,0591-38390816,http://www.famous-de.com/,597433676qq.com
http://www.buildhr.com/company/QCMtu/,浙江华洲国际设计有限公司,"0571-87630796,086-0571-87630821",www.zjhuazhou.com,4641228100qg.com
http://www.buildhr.com/company/SeqBl/,湖南汉和装饰设计工程有限公司,0731 -88861666,,911302286¢qq.com
http://www.buildhr.com/company/SeUEf/,杭州商大旅游规划设计院有限公司,,,wxj6445960163.com
http://www.buildhr.com/company/CaWRf/,上海易创建筑设计有限公司,"021-61,18",http://www.ecad.sh.cn,ecad_s26.com
http://www.buildhr.com/company/Bef2h/,中外建华诚城市建筑规划设计有限公司天津分公司,,,heljzh aopingt63.com
http://www.buildhr.com/company/1EjvP/,武汉中合元创建筑设计股份有限公司,"027-82602926,18627836201, 13986
990025,18627836201, 13986
990025",http://www.jointhorp.com,1067523546eqq.com
http://www.buildhr.com/company/VQgOP/,中外建华诚城市建筑规划设计有限公司昆明分公司,13888472631,,11322859346qq.com
http://www.buildhr.com/company/kWjKk/,海南国茂实业投资有限公司,"8985,1390706",,23261137q.com
http://www.buildhr.com/company/ZmlA0/,重庆中设工程设计股份有限公司成都分公司,028-83352078,,6732674396qq.com
http://www.buildhr.com/company/jqKlw/,广州亚城规划设计研究院有限公司,,www.asiacity.cn,asiacitye126.com
